interface,link_status,carrier_transitions,input_errors,bit_errors,errored_blocks,fec_corrected,fec_uncorrected,crc_errors,temperature,temp_high_alarm,temp_low_alarm,temp_high_warn,temp_low_warn,bias_current,bias_high_alarm,bias_low_alarm,tx_power_mw,tx_power_dbm,rx_power_mw,rx_power_dbm,rx_high_alarm,rx_low_alarm,rx_high_warn,rx_low_warn,timestamp,switch
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.51,Off,Off,0.926,-0.33,0.696,-1.57,Off,Off,Off,Off,2026-09-01 19:52:35,sw-B
et-0/0/48,Up,1,0,0,0,666,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:57:36,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:57:36,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:57:36,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.493,Off,Off,0.937,-0.28,0.696,-1.58,Off,Off,Off,Off,2026-09-01 19:57:36,sw-B
et-0/0/48,Up,1,0,0,0,666,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:02:37,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:02:37,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:02:37,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.616,Off,Off,0.92,-0.36,0.699,-1.56,Off,Off,Off,Off,2026-09-01 20:02:37,sw-B
et-0/0/48,Up,1,0,0,0,666,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:07:38,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:07:38,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:07:38,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.473,Off,Off,0.937,-0.28,0.695,-1.58,Off,Off,Off,Off,2026-09-01 20:07:38,sw-B
et-0/0/48,Up,1,0,0,0,667,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:12:40,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:12:40,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:12:40,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.585,Off,Off,0.896,-0.47,0.697,-1.57,Off,Off,Off,Off,2026-09-01 20:12:40,sw-B
et-0/0/48,Up,1,0,0,0,668,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:17:41,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:17:41,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:17:41,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.489,Off,Off,0.944,-0.25,0.697,-1.56,Off,Off,Off,Off,2026-09-01 20:17:41,sw-B
et-0/0/48,Up,1,0,0,0,669,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:22:42,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:22:42,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:22:42,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.565,Off,Off,0.895,-0.48,0.696,-1.57,Off,Off,Off,Off,2026-09-01 20:22:42,sw-B
et-0/0/48,Up,1,0,0,0,674,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:27:44,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:27:44,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:27:44,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.539,Off,Off,0.893,-0.49,0.696,-1.57,Off,Off,Off,Off,2026-09-01 20:27:44,sw-B
et-0/0/48,Up,1,0,0,0,701,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:32:45,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:32:45,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:32:45,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.55,Off,Off,0.941,-0.27,0.695,-1.58,Off,Off,Off,Off,2026-09-01 20:32:45,sw-B
et-0/0/48,Up,1,0,0,0,812,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:37:46,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:37:46,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:37:46,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.484,Off,Off,0.897,-0.47,0.697,-1.57,Off,Off,Off,Off,2026-09-01 20:37:46,sw-B
et-0/0/48,Up,1,0,0,0,967,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:42:47,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:42:47,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:42:47,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.546,Off,Off,0.913,-0.4,0.697,-1.57,Off,Off,Off,Off,2026-09-01 20:42:47,sw-B
et-0/0/48,Up,1,0,0,0,1028,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:47:49,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:47:49,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:47:49,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.473,Off,Off,0.9,-0.46,0.696,-1.57,Off,Off,Off,Off,2026-09-01 20:47:49,sw-B
et-0/0/48,Up,1,0,0,0,1051,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:52:50,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:52:50,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:52:50,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.55,Off,Off,0.891,-0.5,0.696,-1.58,Off,Off,Off,Off,2026-09-01 20:52:50,sw-B
et-0/0/48,Up,1,0,0,0,1058,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:57:51,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:57:51,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 20:57:51,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.546,Off,Off,0.898,-0.47,0.696,-1.58,Off,Off,Off,Off,2026-09-01 20:57:51,sw-B
et-0/0/48,Up,1,0,0,0,1065,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:02:53,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:02:53,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:02:53,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.526,Off,Off,0.909,-0.41,0.694,-1.58,Off,Off,Off,Off,2026-09-01 21:02:53,sw-B
et-0/0/48,Up,1,0,0,0,1065,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:07:54,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:07:54,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:07:54,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.499,Off,Off,0.908,-0.42,0.694,-1.59,Off,Off,Off,Off,2026-09-01 21:07:54,sw-B
et-0/0/48,Up,1,0,0,0,1065,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:12:55,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:12:55,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:12:55,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.504,Off,Off,0.896,-0.48,0.693,-1.59,Off,Off,Off,Off,2026-09-01 21:12:55,sw-B
et-0/0/48,Up,1,0,0,0,1065,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:17:56,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:17:56,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:17:56,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.546,Off,Off,0.908,-0.42,0.692,-1.6,Off,Off,Off,Off,2026-09-01 21:17:56,sw-B
et-0/0/48,Up,1,0,0,0,1065,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:22:58,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:22:58,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:22:58,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.546,Off,Off,0.918,-0.37,0.693,-1.59,Off,Off,Off,Off,2026-09-01 21:22:58,sw-B
et-0/0/48,Up,1,0,0,0,1065,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:27:59,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:27:59,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:27:59,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.504,Off,Off,0.908,-0.42,0.694,-1.59,Off,Off,Off,Off,2026-09-01 21:27:59,sw-B
et-0/0/48,Up,1,0,0,0,1067,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:33:00,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:33:00,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:33:00,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.559,Off,Off,0.917,-0.38,0.693,-1.59,Off,Off,Off,Off,2026-09-01 21:33:00,sw-B
et-0/0/48,Up,1,0,0,0,1072,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:38:02,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:38:02,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:38:02,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.556,Off,Off,0.918,-0.37,0.695,-1.58,Off,Off,Off,Off,2026-09-01 21:38:02,sw-B
et-0/0/48,Up,1,0,0,0,1082,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:43:03,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:43:03,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:43:03,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.559,Off,Off,0.923,-0.35,0.694,-1.59,Off,Off,Off,Off,2026-09-01 21:43:03,sw-B
et-0/0/48,Up,1,0,0,0,1129,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:48:04,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:48:04,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:48:04,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.662,Off,Off,0.914,-0.39,0.693,-1.59,Off,Off,Off,Off,2026-09-01 21:48:04,sw-B
et-0/0/48,Up,1,0,0,0,1246,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:53:05,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:53:05,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:53:05,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.546,Off,Off,0.915,-0.39,0.695,-1.58,Off,Off,Off,Off,2026-09-01 21:53:05,sw-B
et-0/0/48,Up,1,0,0,0,1448,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:58:07,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:58:07,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 21:58:07,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.535,Off,Off,0.914,-0.39,0.692,-1.6,Off,Off,Off,Off,2026-09-01 21:58:07,sw-B
et-0/0/48,Up,1,0,0,0,1762,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:03:08,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:03:08,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:03:08,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.473,Off,Off,0.906,-0.43,0.693,-1.59,Off,Off,Off,Off,2026-09-01 22:03:08,sw-B
et-0/0/48,Up,1,0,0,0,2052,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:08:09,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:08:09,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:08:09,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.515,Off,Off,0.913,-0.4,0.692,-1.6,Off,Off,Off,Off,2026-09-01 22:08:09,sw-B
et-0/0/48,Up,1,0,0,0,2204,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:13:11,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:13:11,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:13:11,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.499,Off,Off,0.912,-0.4,0.693,-1.59,Off,Off,Off,Off,2026-09-01 22:13:11,sw-B
et-0/0/48,Up,1,0,0,0,2241,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:18:12,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:18:12,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:18:12,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.519,Off,Off,0.909,-0.41,0.696,-1.58,Off,Off,Off,Off,2026-09-01 22:18:12,sw-B
et-0/0/48,Up,1,0,0,0,2259,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:23:13,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:23:13,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:23:13,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.55,Off,Off,0.905,-0.43,0.686,-1.64,Off,Off,Off,Off,2026-09-01 22:23:13,sw-B
et-0/0/48,Up,1,0,0,0,2267,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:28:14,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:28:14,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:28:14,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.539,Off,Off,0.913,-0.4,0.695,-1.58,Off,Off,Off,Off,2026-09-01 22:28:14,sw-B
et-0/0/48,Up,1,0,0,0,2272,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:33:16,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:33:16,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:33:16,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.596,Off,Off,0.911,-0.4,0.696,-1.57,Off,Off,Off,Off,2026-09-01 22:33:16,sw-B
et-0/0/48,Up,1,0,0,0,2275,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:38:17,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:38:17,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:38:17,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.493,Off,Off,0.903,-0.45,0.695,-1.58,Off,Off,Off,Off,2026-09-01 22:38:17,sw-B
et-0/0/48,Up,1,0,0,0,2277,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:43:18,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:43:18,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:43:18,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.572,Off,Off,0.924,-0.34,0.695,-1.58,Off,Off,Off,Off,2026-09-01 22:43:18,sw-B
et-0/0/48,Up,1,0,0,0,2279,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:48:20,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:48:20,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:48:20,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.559,Off,Off,0.929,-0.32,0.695,-1.58,Off,Off,Off,Off,2026-09-01 22:48:20,sw-B
et-0/0/48,Up,1,0,0,0,2284,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:53:21,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:53:21,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:53:21,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.556,Off,Off,0.929,-0.32,0.697,-1.56,Off,Off,Off,Off,2026-09-01 22:53:21,sw-B
et-0/0/48,Up,1,0,0,0,2290,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:58:22,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:58:22,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 22:58:22,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.565,Off,Off,0.932,-0.3,0.695,-1.58,Off,Off,Off,Off,2026-09-01 22:58:22,sw-B
et-0/0/48,Up,1,0,0,0,2302,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:03:23,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:03:23,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:03:23,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.565,Off,Off,0.929,-0.32,0.697,-1.56,Off,Off,Off,Off,2026-09-01 23:03:23,sw-B
et-0/0/48,Up,1,0,0,0,2329,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:08:25,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:08:25,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:08:25,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.499,Off,Off,0.924,-0.34,0.697,-1.57,Off,Off,Off,Off,2026-09-01 23:08:25,sw-B
et-0/0/48,Up,1,0,0,0,2440,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:13:26,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:13:26,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:13:26,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.576,Off,Off,0.929,-0.32,0.698,-1.56,Off,Off,Off,Off,2026-09-01 23:13:26,sw-B
et-0/0/48,Up,1,0,0,0,2653,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:18:27,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:18:27,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 23:18:27,sw-B
